is_create,is_modify,is_delete,is_rename,source_watcher,source_wp_sensor,has_actor,has_old_path,burst_count_norm,path_depth_norm,is_php,is_zip,is_sensitive_file,is_sensitive_dir,is_media_upload,is_plugin_dir,is_theme_dir,is_core_dir,label
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,warn
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.5833333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,block
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,warn
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,warn
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,allow
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,block
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allow
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,block
